medal_date,medal_type,medal_code,name_x,gender_x,country_code_x,country_x,country_long_x,nationality_x,team,team_gender,discipline,event,event_type,url_event,birth_date_x,code_athlete,code_team,name_y,name_short,name_tv,gender_y,function,country_code_y,country_y,country_long_y,nationality_y,nationality_full,nationality_code,height,weight,disciplines,events,birth_date_y,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
2024-08-09,Silver Medal,2.0,NICKA,Female,LTU,Lithuania,Lithuania,Lithuania,,,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000100--,2007-06-08,1924559,,NICKA,NICKA,NICKA,Female,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,0,0.0,['Breaking'],['B-Girls'],2007-06-08,VILNIUS,Lithuania,VILNIUS,Lithuania,,Interested in nutrition,Athlete,,,Lithuanian,,"Was captivated watching a show on YouTube and persuaded her mother to allow her to take classes. When she was eight her mum took her to the studio for her first training. “It (the video) really made a big impact on me because as a five-year-old child, I was so shocked that there is something like breaking and I fell in love.” (olympics.com, 24 Sep 2023)",,,"Staying in the present. ""I think (about) what is here and now."" (olympics.com, 24 Sep 2023)",,,
2024-08-09,Bronze Medal,3.0,671,Female,CHN,China,People's Republic of China,China,,,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000200--,2005-10-19,1909907,,671,671,671,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Breaking'],['B-Girls'],2005-10-19,HUIXIAN,China,,China,,,"Athlete, student",,,Mandarin,National: Mounir Biba (FRA),"Saw a promotion for a local breaking club. “I had tried many things, guitar, boxing, taekwondo, but when I got involved in breaking, I felt that I found my true love and this is why I persisted.” (hangzhou2022.cn)",,Her parents,"“Breaking is an essential part of my life. It motivates me and through improvement in breaking, I grow.” (Xinhua News Agency, 11 Nov 2022)",,,
2024-08-09,Gold Medal,1.0,FUKSA Martin,Male,CZE,Czechia,Czechia,Czechia,,,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------,1993-04-30,1878716,,FUKSA Martin,FUKSA M,Martin FUKSA,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m"", ""Men's Canoe Double 500m""]",1993-04-30,NYMBURK,Czechia,NYMBURK,Czechia,Fuksic,"Cross-country skiing, reading, watching movies, listening to music, travelling","Athlete, Czechia military",Degree in hotel management,"Wife, Anna. Daughter, Emily. Father, Petr. Mother, Lenka. Younger brother, Petr Jr","Czech, English",Personal: Petr Fuksa (CZE) - his father; Josef Fuksa (CZE) - his grandfather,"Played ice hockey player in his youth, he followed in his father and grandfather's footsteps and family legacy in the sport. ""I played [ice hockey] until I was nine and loved it. I didn't enjoy canoeing. My grandfather would always ask me to train and I'd say, 'No, I don't enjoy it, I want to play ice hockey!' Then something changed, the people on the water started to seem very cool."" (myInfo)","Sprint canoeist Petr Fuksa (CZE), 1996 Olympian, 11-time world championship medallist (two gold, seven silver, two bronze).</p><p>Ice hockey player Jaromir Jagr (CZE), two-time Olympic medallist (1998 gold, 2006 bronze), four-time world championship medallist, two-time Stanley Cup champion with Pittsburgh Penguins (1991, 1992)",His family,"""Winners do what losers don't want to do."" (olympijskytym.cz)</p><p>""Work while they are having fun."" (myInfo)","Father, Petr Fuksa (canoe sprint), 1996 Olympian, 11-time world championship medallist (two gold, seven silver, three bronze).</p><p>Brother, Petr Fuksa Jr (canoe sprint), 2020 Olympian",,
2024-08-09,Silver Medal,2.0,QUEIROZ Isaquias,Male,BRA,Brazil,Brazil,Brazil,,,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------,1994-01-03,1952595,,QUEIROZ Isaquias,QUEIROZ I,Isaquias QUEIROZ,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m"", ""Men's Canoe Double 500m""]",1994-01-03,UBAITABA,Brazil,,Brazil,Sem Rim (Without Kidney - he lost a kidney when he was 10),,Athlete,,"Wife, Laina. Son, Sebastian (2017). Son, Luigi (2023). Mother, Dona Dilma. Nine siblings, four of whom were adopted","Portuguese, Spanish",Personal: Lauro de Souza Junior (BRA),He tried the sport through a social project in his town run by the Ministry of Sports,"Footballer Neymar (BRA), Brazil's all-time top scorer, won La Liga, Champions League and World Club titles with Barcelona, won five Ligue 1 titles with Paris Saint-Germain.</p><p>Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze)",,,,,
2024-08-09,Bronze Medal,3.0,TARNOVSCHI Serghei,Male,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,,,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------,1997-06-24,1550295,,TARNOVSCHI Serghei,TARNOVSCHI S,Serghei TARNOVSCHI,Male,Athlete,MDA,Republic of Moldova,Republic of Moldova,Republic of Moldova,Republic of Moldova,MDA,0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",1997-06-24,LVIV,Ukraine,,,Tarnava,,Athlete,Ternopil National Economic University (UKR),,"English, Polish, Russian, Ukrainian",Personal: Nicolae Juravschi (MDA),His parents participated in canoeing and introduced him and his brother Oleg to the sport,,,,"Brother, Oleg Tarnovschi (canoe sprint), 2016 Olympian (12th in C1 200m). Three-time world championships medallist in C1 500m (2015 silver, 2019/2021 bronze)","Even though he is not very active on social media, before a competition he turns off Instagram, Facebook and other social networks so that they do not interfere with his concentration. ""This is an extra waste of time. Usually I prefer to spend this time on a walk or training and preparing for it."" (newsmaker.md, 10 Aug 2021)",
2024-08-09,Gold Medal,1.0,LAVREYSEN Harrie,Male,NED,Netherlands,Netherlands,Netherlands,,,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------,1997-03-14,1969182,,LAVREYSEN Harrie,LAVREYSEN H,Harrie LAVREYSEN,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",1997-03-14,LUYKSGESTEL,Netherlands,APELDOORN,Netherlands,Hat-trick Harrie - a name he received after winning three world titles in 2020. He repeated the success at the 2021 World Championships and later at the 2023 and 2024 European Championships,,Athlete,"Business Administration, Physics at Open University / Radboud University","Partner, Noor. Father, Peter. Mother, Loes. Sisters, Mieke and Anne","Dutch, English","National: Mehdi Kordi (GBR), <br>National (assistant coach): Hugo Haak (NED)","Started with BMX after being invited by a neighbour. He often struggled with shoulder injuries and at 18 doctors told him to stop BMX. “That was difficult. But some track cycling coaches had seen me busy and they started to convince me to make the switch. I soon started track cycling and that helped me get over the disappointment. I never had to give up on my Olympic dream.” (teamnlcentrumzuid.nl, 2024)</p><p>He also practised artistic gymnastics until he was 12 but the shoulder injuries hampered him",,,,,,BMX: As a teenager he won three Dutch titles and three European titles
2024-08-09,Silver Medal,2.0,RICHARDSON Matthew,Male,AUS,Australia,Australia,Australia,,,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------,1999-04-17,1940263,,RICHARDSON Matthew,RICHARDSON M,Matthew RICHARDSON,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint"", ""Women's Keirin""]",1999-04-17,MAIDSTONE,Great Britain,ADELAIDE,Australia,Matty,,Athlete,,,English,,"Got involved in cycling after an elbow injury cut his gymnastics career short. He then joined the Midland Cycling Club in Perth, AUS",,,,,,Artistic gymnastics: competed at the national level as a teenager
2024-08-09,Bronze Medal,3.0,CARLIN Jack,Male,GBR,Great Britain,Great Britain,Great Britain,,,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------,1997-04-23,1912515,,CARLIN Jack,CARLIN J,Jack CARLIN,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0.0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint"", ""Men's Team Sprint""]",1997-04-23,PAISLEY,Great Britain,MANCHESTER,Great Britain,,,Athlete,,"Father, Scott. Mother, Gillian. Brother, Henry",English,National: Kevin Stewart (GBR),"Started out mountain biking and every Saturday morning, without fail, he was in muddy parks with Glasgow Riders. His mother said: “I bought him a road bike Christmas 2010 and that summer he was allowed the opportunity to go to Meadowbank Velodrome, which was the open-air velodrome in Edinburgh, and he was just hooked."" (glasgowtimes.co.uk, 6 Aug 2021)",,,,,,
2024-08-09,Gold Medal,1.0,CHEN Yiwen,Female,CHN,China,People's Republic of China,China,,,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--,1999-06-15,1901538,,CHEN Yiwen,CHEN Y,CHEN Yiwen,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Diving'],"[""Women's 3m Springboard"", ""Women's Synchronised 3m Springboard""]",1999-06-15,HAINAN,China,BEIJING,China,,"Surfing, photography, drawing, playing the piano",,,,"English, Mandarin",Club: He Suai (CHN),"Her mother approached the head coach of a provincial diving team in Guangdong (CHN). After a bit of persuasion, they agreed to give her a trial","Diver Shi Tingmao (CHN), four-time Olympic champion - 3m springboard and 3m synchro (2016, 2020), nine-time world championship medallist (eight gold, one silver)",,,,,
2024-08-09,Silver Medal,2.0,KEENEY Maddison,Female,AUS,Australia,Australia,Australia,,,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--,1996-05-23,1940414,,KEENEY Maddison,KEENEY M,Maddison KEENEY,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Diving'],"[""Women's 3m Springboard"", ""Women's Synchronised 3m Springboard""]",1996-05-23,TAKAPUNA,New Zealand,PERTH,Australia,Maddi,Collecting Pokemon toys,Works for a major insurance company in Brisbane (AUS),Graduated with a Bachelor's degree in Physics and Computer Science from the University of Queensland (AUS),,English,Ady Hinchliffe (GBR),,,,,,,
2024-08-09,Bronze Medal,3.0,CHANG Yani,Female,CHN,China,People's Republic of China,China,,,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--,2001-12-07,1901539,,CHANG Yani,CHANG Y,CHANG Yani,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Diving'],"[""Women's 3m Springboard"", ""Women's Synchronised 3m Springboard""]",2001-12-07,XIANTAO,China,,China,,"Reading biographies, photography",,"Studying physical education at Huazhong University of Science and Technology (Wuhan, CHN)",,Mandarin,National: Chen Ruolin (CHN),"Began learning gymnastics at age five, but switched to diving because her coach thought her physique was suited to the sport",,,"""Since I chose diving, I will try my hardest to do it well. I would not allow myself to be regretful. If there is a problem in competition, I will just accept it and won't be regretful."" (sports, 12 Jan 2023)",,,
2024-08-09,Gold Medal,1.0,RASOVSZKY Kristof,Male,HUN,Hungary,Hungary,Hungary,,,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--,1997-03-27,1909030,,RASOVSZKY Kristof,RASOVSZKY K,Kristof RASOVSZKY,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0,0.0,['Marathon Swimming'],"[""Men's 10km""]",1997-03-27,VESZPREM,Hungary,KIRALYSZENTISTVAN,Hungary,The Balaton Shark,,Athlete,"Electrical Engineering at Obuda University (Budapest, HUN)",,"English, German, Hungarian",Personal: Laszlo Szokolai (HUN),,,,,,,
2024-08-09,Silver Medal,2.0,KLEMET Oliver,Male,GER,Germany,Germany,Germany,,,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--,2002-03-18,1907234,,KLEMET Oliver,KLEMET O,Oliver KLEMET,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0.0,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 400m Freestyle""]",2002-03-18,WEHRHEIM,Germany,MAGDEBURG,Germany,Olli,,,,"Father, Andrej",German,Personal: Bernd Berkhahn (GER),,,,,,,
2024-08-09,Bronze Medal,3.0,BETLEHEM David,Male,HUN,Hungary,Hungary,Hungary,,,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--,2003-09-04,1902450,,BETLEHEM David,BETLEHEM D,David BETLEHEM,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0,0.0,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 1500m Freestyle""]",2003-09-04,SZOMBATHELY,Hungary,,,"Dowel, to his friends",,,,,Hungarian,Club: Laszlo Sokolai,,,,,,,
2024-08-09,Gold Medal,1.0,BONTUS Valentin,Male,AUT,Austria,Austria,Austria,,,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,2001-02-01,1566437,,BONTUS Valentin,BONTUS V,Valentin BONTUS,Male,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,0,0.0,['Sailing'],"[""Men's Kite""]",2001-02-01,PERCHTOLDSDORF,Austria,PERCHTOLDSDORF,Austria,Vali,,Athlete,,"Father, Christian. Mother, Claudia. Sister, Linda",Austrian,Luca Bursic (ITA),"His father introduced him to kite surfing. Started racing kites in 2021 because a knee injury made landing freestyle jumps painful.</p><p> “I called the Austrian Federation in the summer of 2021 and said I was interested in aiming for the Olympics. At my first event I had no clue about anything to do with racing. I didn’t even know how to press ‘start’ on my watch, and as for laylines (imaginary lines to help with direction), what were they? I actually Googled laylines to find out what the coach was talking about.” (sailing.org, 3 May 2024)",,,,,,
2024-08-09,Silver Medal,2.0,VODISEK Toni,Male,SLO,Slovenia,Slovenia,Slovenia,,,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,2000-06-07,1981549,,VODISEK Toni,VODISEK T,Toni VODISEK,Male,Athlete,SLO,Slovenia,Slovenia,Slovenia,Slovenia,SLO,0,0.0,['Sailing'],"[""Men's Kite""]",2000-06-07,IZOLA,Slovenia,KOPER,Slovenia,,,Athlete. Also works in his family's hotel,,"Father, Rajko (coach)",Slovenian,"Rajko Vodisek (SLO), his father",His father was kiting and after watching him he dreamed of doing the same. He started with freestyle and then moved into racing,,His family but in particular his father who is also his coach,,,,
2024-08-09,Bronze Medal,3.0,MAEDER Maximilian,Male,SGP,Singapore,Singapore,Singapore,,,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,2006-09-12,1535852,,MAEDER Maximilian,MAEDER M,Maximilian MAEDER,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,0,0.0,['Sailing'],"[""Men's Kite""]",2006-09-12,FLAWIL,Singapore,,,Max,Listening to music,Athlete,Home-schooled. British kiteboarder Jemima Crathorne has been his STEM tutor,"Father, Valentin is from Switzerland. Mother, Teng Hwee Keng is from Singapore. Two brothers","Chinese, English, German","Jonny Dolenc (CRO), father of Croatian sailor Martin Dolenc","He skied when he was very young in Switzerland but then his parents started a dive resort in Sulawesi, Indonesia where his father introduced him to kiteboard. That turned into competitive kitesurfing on the beach",,,"“It is only those who have won with integrity and care, over an extended period of time, who have become universally regarded as successful.” - Jackie Stewart. (sailing.org)",,Before competition he listens to ‘Stardust Crusaders’ theme from JoJo's Bizarre Adventure (manga). During a race he has Vivaldi's 'The Four Seasons' in his head,
2024-08-09,Gold Medal,1.0,ROBERTS Toby,Male,GBR,Great Britain,Great Britain,Great Britain,,,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--,2005-03-15,1544218,,ROBERTS Toby,ROBERTS T,Toby ROBERTS,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,174,0.0,['Sport Climbing'],"[""Men's Boulder & Lead""]",2005-03-15,,Great Britain,SURREY,Great Britain,,"Vlogging (YouTube), Formula One",,,,English,"Personal: Tristan Roberts (GBR), his father","It all started when he saw it listed as an after-school activity. The moment he went to the climbing club he was hooked. The science teacher, who was also in charge of the club, noticed his enthusiasm and said: ""Wow, he's so psyched. He just can't stop. He just wants to climb and climb and climb."" (olympics.com, 3 Aug 2023)",,,"""What really drives me is the act of trying hard and doing insane stuff."" (teamgb.com, 30 Oct 2023)",,,
2024-08-09,Silver Medal,2.0,ANRAKU Sorato,Male,JPN,Japan,Japan,Japan,,,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--,2006-11-14,1892022,,ANRAKU Sorato,ANRAKU S,ANRAKU Sorato,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,168,0.0,['Sport Climbing'],"[""Men's Boulder & Lead""]",2006-11-14,YACHIYO,Japan,CHIBA,Japan,,,Athlete,,,Japanese,National: Hiroshi Yasui (JPN),"Was introduced to climbing by his father, who took him to a local gym. He was instantly hooked and it did not take long for him to not only surpass his father but become a name at national competitions",,Japanese climber Meichi Narasaki is one of the seniors who offered Anraku guidance on climbing walls,,,,
2024-08-09,Bronze Medal,3.0,SCHUBERT Jakob,Male,AUT,Austria,Austria,Austria,,,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--,1990-12-31,1560677,,SCHUBERT Jakob,SCHUBERT J,Jakob SCHUBERT,Male,Athlete,AUT,Austria,Austria,Austria,Austria,AUT,175,0.0,['Sport Climbing'],"[""Men's Boulder & Lead""]",1990-12-31,INNSBRUCK,Austria,INNSBRUCK,Austria,Joggl,"Basketball, tennis, beach volleyball, football, skiing and chess. Good food (preferably Japanese), online gaming with friends around the world and spending quality time with his girlfriend and family",Army athlete,"Economics, Management at University of Innsbruck (AUT)","Father, Peter. Mother, Michaela (died 2017). Sisters, Hannah and Mara. Brother, Ben","English, German",,"His godfather took him to a climbing gym and the coaches asked him if he wanted to join the team. ""I joined the training once... I never stopped."" (myInfo)","Tennis player Roger Federer (SUI), 20-time Grand Slam winner, Olympic doubles champion (Beijing 2008), singles silver medallist (London 2012).</p><p>Climber Adam Ondra (CZE), 12-time world championship medallist (five gold, five silver, two bronze)",,"""The best thing about climbing is the endless possibilities. Climbing is something I will do my whole life, even if I don't compete my whole life. There are so many walls and routes in the world that I haven't seen yet that I still want to do. It never gets boring. Every day I feel like I can learn something new."" (ispo.com, 23 Sep 2021)","Sister, Hannah (climbing), two-time youth world champion (2012, 2014) and finished third at the 2018 World Cup in Kranj, Slovenia",,
